page_name,page_path,document,doc_type,format,page_number,doc_page_count,contains_passport,is_edge_case,distortion,source_image
passport_normal_00068_p01.jpg,data\pages\passport_normal\passport_normal_00068_p01.jpg,passport_normal_00068.docx,passport_normal,docx,1,2,1,0,none,aslessor_passport_0034.jpg
passport_normal_00068_p02.jpg,data\pages\filler_text\passport_normal_00068_p02.jpg,passport_normal_00068.docx,filler_text,docx,2,2,0,0,,
passport_edge_00069_p01.jpg,data\pages\filler_text\passport_edge_00069_p01.jpg,passport_edge_00069.pdf,filler_text,pdf,1,4,0,0,,
passport_edge_00069_p02.jpg,data\pages\passport_edge\passport_edge_00069_p02.jpg,passport_edge_00069.pdf,passport_edge,pdf,2,4,1,1,photocopy,aslessor_passport_0034.jpg
passport_edge_00069_p03.jpg,data\pages\filler_text\passport_edge_00069_p03.jpg,passport_edge_00069.pdf,filler_text,pdf,3,4,0,0,,
passport_normal_00070_p01.jpg,data\pages\filler_text\passport_normal_00070_p01.jpg,passport_normal_00070.pdf,filler_text,pdf,1,2,0,0,,
passport_normal_00070_p02.jpg,data\pages\passport_normal\passport_normal_00070_p02.jpg,passport_normal_00070.pdf,passport_normal,pdf,2,2,1,0,gentle,aslessor_passport_0035.jpg
passport_edge_00071_p01.jpg,data\pages\filler_text\passport_edge_00071_p01.jpg,passport_edge_00071.pdf,filler_text,pdf,1,3,0,0,,
passport_edge_00071_p02.jpg,data\pages\passport_edge\passport_edge_00071_p02.jpg,passport_edge_00071.pdf,passport_edge,pdf,2,3,1,1,blur,aslessor_passport_0035.jpg
passport_edge_00071_p03.jpg,data\pages\filler_text\passport_edge_00071_p03.jpg,passport_edge_00071.pdf,filler_text,pdf,3,3,0,0,,
passport_normal_00072_p01.jpg,data\pages\passport_normal\passport_normal_00072_p01.jpg,passport_normal_00072.pdf,passport_normal,pdf,1,2,1,0,none,aslessor_passport_0036.jpg
passport_normal_00072_p02.jpg,data\pages\filler_text\passport_normal_00072_p02.jpg,passport_normal_00072.pdf,filler_text,pdf,2,2,0,0,,
passport_edge_00073_p01.jpg,data\pages\passport_edge\passport_edge_00073_p01.jpg,passport_edge_00073.pdf,passport_edge,pdf,1,3,1,1,blur,aslessor_passport_0036.jpg
passport_edge_00073_p02.jpg,data\pages\filler_text\passport_edge_00073_p02.jpg,passport_edge_00073.pdf,filler_text,pdf,2,3,0,0,,
passport_edge_00073_p03.jpg,data\pages\filler_text\passport_edge_00073_p03.jpg,passport_edge_00073.pdf,filler_text,pdf,3,3,0,0,,
passport_normal_00074_p01.jpg,data\pages\passport_normal\passport_normal_00074_p01.jpg,passport_normal_00074.pdf,passport_normal,pdf,1,3,1,0,gentle,aslessor_passport_0037.jpg
passport_normal_00074_p02.jpg,data\pages\filler_text\passport_normal_00074_p02.jpg,passport_normal_00074.pdf,filler_text,pdf,2,3,0,0,,
passport_normal_00074_p03.jpg,data\pages\filler_text\passport_normal_00074_p03.jpg,passport_normal_00074.pdf,filler_text,pdf,3,3,0,0,,
passport_edge_00075_p01.jpg,data\pages\filler_text\passport_edge_00075_p01.jpg,passport_edge_00075.pdf,filler_text,pdf,1,3,0,0,,
passport_edge_00075_p02.jpg,data\pages\passport_edge\passport_edge_00075_p02.jpg,passport_edge_00075.pdf,passport_edge,pdf,2,3,1,1,shadow,aslessor_passport_0037.jpg
passport_edge_00075_p03.jpg,data\pages\filler_text\passport_edge_00075_p03.jpg,passport_edge_00075.pdf,filler_text,pdf,3,3,0,0,,
passport_normal_00076_p01.jpg,data\pages\passport_normal\passport_normal_00076_p01.jpg,passport_normal_00076.docx,passport_normal,docx,1,2,1,0,gentle,aslessor_passport_0038.jpg
passport_normal_00076_p02.jpg,data\pages\filler_text\passport_normal_00076_p02.jpg,passport_normal_00076.docx,filler_text,docx,2,2,0,0,,
passport_edge_00077_p01.jpg,data\pages\passport_edge\passport_edge_00077_p01.jpg,passport_edge_00077.pdf,passport_edge,pdf,1,2,1,1,shadow,aslessor_passport_0038.jpg
passport_edge_00077_p02.jpg,data\pages\filler_text\passport_edge_00077_p02.jpg,passport_edge_00077.pdf,filler_text,pdf,2,2,0,0,,
passport_normal_00078_p01.jpg,data\pages\filler_text\passport_normal_00078_p01.jpg,passport_normal_00078.pdf,filler_text,pdf,1,4,0,0,,
passport_normal_00078_p02.jpg,data\pages\filler_text\passport_normal_00078_p02.jpg,passport_normal_00078.pdf,filler_text,pdf,2,4,0,0,,
passport_normal_00078_p03.jpg,data\pages\passport_normal\passport_normal_00078_p03.jpg,passport_normal_00078.pdf,passport_normal,pdf,3,4,1,0,none,aslessor_passport_0039.jpg
passport_edge_00079_p01.jpg,data\pages\filler_text\passport_edge_00079_p01.jpg,passport_edge_00079.pdf,filler_text,pdf,1,3,0,0,,
passport_edge_00079_p02.jpg,data\pages\passport_edge\passport_edge_00079_p02.jpg,passport_edge_00079.pdf,passport_edge,pdf,2,3,1,1,pixelated,aslessor_passport_0039.jpg
passport_edge_00079_p03.jpg,data\pages\filler_text\passport_edge_00079_p03.jpg,passport_edge_00079.pdf,filler_text,pdf,3,3,0,0,,
passport_normal_00080_p01.jpg,data\pages\passport_normal\passport_normal_00080_p01.jpg,passport_normal_00080.docx,passport_normal,docx,1,2,1,0,gentle,aslessor_passport_0040.jpg
passport_normal_00080_p02.jpg,data\pages\filler_text\passport_normal_00080_p02.jpg,passport_normal_00080.docx,filler_text,docx,2,2,0,0,,
passport_edge_00081_p01.jpg,data\pages\filler_text\passport_edge_00081_p01.jpg,passport_edge_00081.pdf,filler_text,pdf,1,2,0,0,,
passport_edge_00081_p02.jpg,data\pages\passport_edge\passport_edge_00081_p02.jpg,passport_edge_00081.pdf,passport_edge,pdf,2,2,1,1,photocopy,aslessor_passport_0040.jpg
passport_normal_00082_p01.jpg,data\pages\passport_normal\passport_normal_00082_p01.jpg,passport_normal_00082.pdf,passport_normal,pdf,1,2,1,0,gentle,aslessor_passport_0041.jpg
passport_normal_00082_p02.jpg,data\pages\filler_text\passport_normal_00082_p02.jpg,passport_normal_00082.pdf,filler_text,pdf,2,2,0,0,,
passport_edge_00083_p01.jpg,data\pages\passport_edge\passport_edge_00083_p01.jpg,passport_edge_00083.pdf,passport_edge,pdf,1,2,1,1,noise,aslessor_passport_0041.jpg
passport_edge_00083_p02.jpg,data\pages\filler_text\passport_edge_00083_p02.jpg,passport_edge_00083.pdf,filler_text,pdf,2,2,0,0,,
passport_normal_00084_p01.jpg,data\pages\filler_text\passport_normal_00084_p01.jpg,passport_normal_00084.pdf,filler_text,pdf,1,2,0,0,,
passport_normal_00084_p02.jpg,data\pages\passport_normal\passport_normal_00084_p02.jpg,passport_normal_00084.pdf,passport_normal,pdf,2,2,1,0,gentle,aslessor_passport_0042.jpg
passport_edge_00085_p01.jpg,data\pages\passport_edge\passport_edge_00085_p01.jpg,passport_edge_00085.docx,passport_edge,docx,1,2,1,1,pixelated,aslessor_passport_0042.jpg
passport_edge_00085_p02.jpg,data\pages\filler_text\passport_edge_00085_p02.jpg,passport_edge_00085.docx,filler_text,docx,2,2,0,0,,
passport_normal_00086_p01.jpg,data\pages\filler_text\passport_normal_00086_p01.jpg,passport_normal_00086.pdf,filler_text,pdf,1,4,0,0,,
passport_normal_00086_p02.jpg,data\pages\passport_normal\passport_normal_00086_p02.jpg,passport_normal_00086.pdf,passport_normal,pdf,2,4,1,0,gentle,aslessor_passport_0043.jpg
passport_normal_00086_p03.jpg,data\pages\filler_text\passport_normal_00086_p03.jpg,passport_normal_00086.pdf,filler_text,pdf,3,4,0,0,,
passport_edge_00087_p01.jpg,data\pages\filler_text\passport_edge_00087_p01.jpg,passport_edge_00087.pdf,filler_text,pdf,1,4,0,0,,
passport_edge_00087_p02.jpg,data\pages\filler_text\passport_edge_00087_p02.jpg,passport_edge_00087.pdf,filler_text,pdf,2,4,0,0,,
passport_edge_00087_p03.jpg,data\pages\passport_edge\passport_edge_00087_p03.jpg,passport_edge_00087.pdf,passport_edge,pdf,3,4,1,1,photocopy,aslessor_passport_0043.jpg
passport_normal_00088_p01.jpg,data\pages\passport_normal\passport_normal_00088_p01.jpg,passport_normal_00088.docx,passport_normal,docx,1,2,1,0,gentle,aslessor_passport_0044.jpg
passport_normal_00088_p02.jpg,data\pages\filler_text\passport_normal_00088_p02.jpg,passport_normal_00088.docx,filler_text,docx,2,2,0,0,,
passport_edge_00089_p01.jpg,data\pages\filler_text\passport_edge_00089_p01.jpg,passport_edge_00089.pdf,filler_text,pdf,1,3,0,0,,
passport_edge_00089_p02.jpg,data\pages\filler_text\passport_edge_00089_p02.jpg,passport_edge_00089.pdf,filler_text,pdf,2,3,0,0,,
passport_edge_00089_p03.jpg,data\pages\passport_edge\passport_edge_00089_p03.jpg,passport_edge_00089.pdf,passport_edge,pdf,3,3,1,1,shadow,aslessor_passport_0044.jpg
passport_normal_00090_p01.jpg,data\pages\filler_text\passport_normal_00090_p01.jpg,passport_normal_00090.pdf,filler_text,pdf,1,2,0,0,,
passport_normal_00090_p02.jpg,data\pages\passport_normal\passport_normal_00090_p02.jpg,passport_normal_00090.pdf,passport_normal,pdf,2,2,1,0,none,aslessor_passport_0045.jpg
passport_edge_00091_p01.jpg,data\pages\filler_text\passport_edge_00091_p01.jpg,passport_edge_00091.pdf,filler_text,pdf,1,3,0,0,,
passport_edge_00091_p02.jpg,data\pages\filler_text\passport_edge_00091_p02.jpg,passport_edge_00091.pdf,filler_text,pdf,2,3,0,0,,
passport_edge_00091_p03.jpg,data\pages\passport_edge\passport_edge_00091_p03.jpg,passport_edge_00091.pdf,passport_edge,pdf,3,3,1,1,rotated,aslessor_passport_0045.jpg
passport_normal_00092_p01.jpg,data\pages\filler_text\passport_normal_00092_p01.jpg,passport_normal_00092.pdf,filler_text,pdf,1,4,0,0,,
passport_normal_00092_p02.jpg,data\pages\filler_text\passport_normal_00092_p02.jpg,passport_normal_00092.pdf,filler_text,pdf,2,4,0,0,,
passport_normal_00092_p04.jpg,data\pages\passport_normal\passport_normal_00092_p04.jpg,passport_normal_00092.pdf,passport_normal,pdf,4,4,1,0,gentle,aslessor_passport_0046.jpg
passport_edge_00093_p01.jpg,data\pages\passport_edge\passport_edge_00093_p01.jpg,passport_edge_00093.pdf,passport_edge,pdf,1,3,1,1,rotated,aslessor_passport_0046.jpg
passport_edge_00093_p02.jpg,data\pages\filler_text\passport_edge_00093_p02.jpg,passport_edge_00093.pdf,filler_text,pdf,2,3,0,0,,
passport_edge_00093_p03.jpg,data\pages\filler_text\passport_edge_00093_p03.jpg,passport_edge_00093.pdf,filler_text,pdf,3,3,0,0,,
passport_normal_00094_p01.jpg,data\pages\filler_text\passport_normal_00094_p01.jpg,passport_normal_00094.docx,filler_text,docx,1,2,0,0,,
passport_normal_00094_p02.jpg,data\pages\passport_normal\passport_normal_00094_p02.jpg,passport_normal_00094.docx,passport_normal,docx,2,2,1,0,gentle,aslessor_passport_0047.jpg
passport_edge_00095_p01.jpg,data\pages\filler_text\passport_edge_00095_p01.jpg,passport_edge_00095.pdf,filler_text,pdf,1,4,0,0,,
passport_edge_00095_p02.jpg,data\pages\filler_text\passport_edge_00095_p02.jpg,passport_edge_00095.pdf,filler_text,pdf,2,4,0,0,,
passport_edge_00095_p03.jpg,data\pages\passport_edge\passport_edge_00095_p03.jpg,passport_edge_00095.pdf,passport_edge,pdf,3,4,1,1,rotated,aslessor_passport_0047.jpg
passport_normal_00096_p01.jpg,data\pages\filler_text\passport_normal_00096_p01.jpg,passport_normal_00096.pdf,filler_text,pdf,1,2,0,0,,
passport_normal_00096_p02.jpg,data\pages\passport_normal\passport_normal_00096_p02.jpg,passport_normal_00096.pdf,passport_normal,pdf,2,2,1,0,gentle,aslessor_passport_0048.jpg
passport_edge_00097_p01.jpg,data\pages\passport_edge\passport_edge_00097_p01.jpg,passport_edge_00097.pdf,passport_edge,pdf,1,2,1,1,photocopy,aslessor_passport_0048.jpg
passport_edge_00097_p02.jpg,data\pages\filler_text\passport_edge_00097_p02.jpg,passport_edge_00097.pdf,filler_text,pdf,2,2,0,0,,
passport_normal_00098_p01.jpg,data\pages\filler_text\passport_normal_00098_p01.jpg,passport_normal_00098.docx,filler_text,docx,1,2,0,0,,
passport_normal_00098_p02.jpg,data\pages\passport_normal\passport_normal_00098_p02.jpg,passport_normal_00098.docx,passport_normal,docx,2,2,1,0,gentle,aslessor_passport_0049.jpg
passport_edge_00099_p01.jpg,data\pages\filler_text\passport_edge_00099_p01.jpg,passport_edge_00099.pdf,filler_text,pdf,1,3,0,0,,
passport_edge_00099_p02.jpg,data\pages\passport_edge\passport_edge_00099_p02.jpg,passport_edge_00099.pdf,passport_edge,pdf,2,3,1,1,pixelated,aslessor_passport_0049.jpg
passport_edge_00099_p03.jpg,data\pages\filler_text\passport_edge_00099_p03.jpg,passport_edge_00099.pdf,filler_text,pdf,3,3,0,0,,
passport_normal_00100_p01.jpg,data\pages\passport_normal\passport_normal_00100_p01.jpg,passport_normal_00100.docx,passport_normal,docx,1,2,1,0,gentle,aslessor_passport_0050.jpg
passport_normal_00100_p02.jpg,data\pages\filler_text\passport_normal_00100_p02.jpg,passport_normal_00100.docx,filler_text,docx,2,2,0,0,,
passport_edge_00101_p01.jpg,data\pages\filler_text\passport_edge_00101_p01.jpg,passport_edge_00101.pdf,filler_text,pdf,1,3,0,0,,
passport_edge_00101_p02.jpg,data\pages\filler_text\passport_edge_00101_p02.jpg,passport_edge_00101.pdf,filler_text,pdf,2,3,0,0,,
passport_edge_00101_p03.jpg,data\pages\passport_edge\passport_edge_00101_p03.jpg,passport_edge_00101.pdf,passport_edge,pdf,3,3,1,1,shadow,aslessor_passport_0050.jpg
passport_normal_00102_p01.jpg,data\pages\passport_normal\passport_normal_00102_p01.jpg,passport_normal_00102.pdf,passport_normal,pdf,1,2,1,0,gentle,aslessor_passport_0051.jpg
passport_normal_00102_p02.jpg,data\pages\filler_text\passport_normal_00102_p02.jpg,passport_normal_00102.pdf,filler_text,pdf,2,2,0,0,,
passport_edge_00103_p01.jpg,data\pages\filler_text\passport_edge_00103_p01.jpg,passport_edge_00103.pdf,filler_text,pdf,1,4,0,0,,
passport_edge_00103_p02.jpg,data\pages\filler_text\passport_edge_00103_p02.jpg,passport_edge_00103.pdf,filler_text,pdf,2,4,0,0,,
passport_edge_00103_p04.jpg,data\pages\passport_edge\passport_edge_00103_p04.jpg,passport_edge_00103.pdf,passport_edge,pdf,4,4,1,1,rotated,aslessor_passport_0051.jpg
passport_normal_00104_p01.jpg,data\pages\filler_text\passport_normal_00104_p01.jpg,passport_normal_00104.pdf,filler_text,pdf,1,2,0,0,,
passport_normal_00104_p02.jpg,data\pages\passport_normal\passport_normal_00104_p02.jpg,passport_normal_00104.pdf,passport_normal,pdf,2,2,1,0,gentle,aslessor_passport_0052.jpg
passport_edge_00105_p01.jpg,data\pages\filler_text\passport_edge_00105_p01.jpg,passport_edge_00105.pdf,filler_text,pdf,1,4,0,0,,
passport_edge_00105_p02.jpg,data\pages\filler_text\passport_edge_00105_p02.jpg,passport_edge_00105.pdf,filler_text,pdf,2,4,0,0,,
passport_edge_00105_p04.jpg,data\pages\passport_edge\passport_edge_00105_p04.jpg,passport_edge_00105.pdf,passport_edge,pdf,4,4,1,1,pixelated,aslessor_passport_0052.jpg
passport_normal_00106_p01.jpg,data\pages\passport_normal\passport_normal_00106_p01.jpg,passport_normal_00106.pdf,passport_normal,pdf,1,4,1,0,gentle,aslessor_passport_0053.jpg
passport_normal_00106_p02.jpg,data\pages\filler_text\passport_normal_00106_p02.jpg,passport_normal_00106.pdf,filler_text,pdf,2,4,0,0,,
passport_normal_00106_p03.jpg,data\pages\filler_text\passport_normal_00106_p03.jpg,passport_normal_00106.pdf,filler_text,pdf,3,4,0,0,,
passport_edge_00107_p01.jpg,data\pages\filler_text\passport_edge_00107_p01.jpg,passport_edge_00107.pdf,filler_text,pdf,1,4,0,0,,
passport_edge_00107_p02.jpg,data\pages\filler_text\passport_edge_00107_p02.jpg,passport_edge_00107.pdf,filler_text,pdf,2,4,0,0,,
passport_edge_00107_p03.jpg,data\pages\passport_edge\passport_edge_00107_p03.jpg,passport_edge_00107.pdf,passport_edge,pdf,3,4,1,1,shadow,aslessor_passport_0053.jpg
passport_normal_00108_p01.jpg,data\pages\filler_text\passport_normal_00108_p01.jpg,passport_normal_00108.pdf,filler_text,pdf,1,4,0,0,,
passport_normal_00108_p02.jpg,data\pages\filler_text\passport_normal_00108_p02.jpg,passport_normal_00108.pdf,filler_text,pdf,2,4,0,0,,
passport_normal_00108_p03.jpg,data\pages\passport_normal\passport_normal_00108_p03.jpg,passport_normal_00108.pdf,passport_normal,pdf,3,4,1,0,gentle,aslessor_passport_0054.jpg
passport_edge_00109_p01.jpg,data\pages\filler_text\passport_edge_00109_p01.jpg,passport_edge_00109.pdf,filler_text,pdf,1,3,0,0,,
passport_edge_00109_p02.jpg,data\pages\filler_text\passport_edge_00109_p02.jpg,passport_edge_00109.pdf,filler_text,pdf,2,3,0,0,,
passport_edge_00109_p03.jpg,data\pages\passport_edge\passport_edge_00109_p03.jpg,passport_edge_00109.pdf,passport_edge,pdf,3,3,1,1,blur,aslessor_passport_0054.jpg
passport_normal_00110_p01.jpg,data\pages\passport_normal\passport_normal_00110_p01.jpg,passport_normal_00110.docx,passport_normal,docx,1,2,1,0,gentle,aslessor_passport_0055.jpg
passport_normal_00110_p02.jpg,data\pages\filler_text\passport_normal_00110_p02.jpg,passport_normal_00110.docx,filler_text,docx,2,2,0,0,,
passport_edge_00111_p01.jpg,data\pages\filler_text\passport_edge_00111_p01.jpg,passport_edge_00111.docx,filler_text,docx,1,2,0,0,,
passport_edge_00111_p02.jpg,data\pages\passport_edge\passport_edge_00111_p02.jpg,passport_edge_00111.docx,passport_edge,docx,2,2,1,1,shadow,aslessor_passport_0055.jpg
passport_normal_00112_p01.jpg,data\pages\filler_text\passport_normal_00112_p01.jpg,passport_normal_00112.pdf,filler_text,pdf,1,3,0,0,,
passport_normal_00112_p02.jpg,data\pages\passport_normal\passport_normal_00112_p02.jpg,passport_normal_00112.pdf,passport_normal,pdf,2,3,1,0,gentle,aslessor_passport_0056.jpg
passport_normal_00112_p03.jpg,data\pages\filler_text\passport_normal_00112_p03.jpg,passport_normal_00112.pdf,filler_text,pdf,3,3,0,0,,
passport_edge_00113_p01.jpg,data\pages\filler_text\passport_edge_00113_p01.jpg,passport_edge_00113.pdf,filler_text,pdf,1,2,0,0,,
passport_edge_00113_p02.jpg,data\pages\passport_edge\passport_edge_00113_p02.jpg,passport_edge_00113.pdf,passport_edge,pdf,2,2,1,1,photocopy,aslessor_passport_0056.jpg
passport_normal_00114_p01.jpg,data\pages\passport_normal\passport_normal_00114_p01.jpg,passport_normal_00114.pdf,passport_normal,pdf,1,2,1,0,gentle,aslessor_passport_0057.jpg
passport_normal_00114_p02.jpg,data\pages\filler_text\passport_normal_00114_p02.jpg,passport_normal_00114.pdf,filler_text,pdf,2,2,0,0,,
passport_edge_00115_p01.jpg,data\pages\passport_edge\passport_edge_00115_p01.jpg,passport_edge_00115.docx,passport_edge,docx,1,3,1,1,noise,aslessor_passport_0057.jpg
passport_edge_00115_p02.jpg,data\pages\filler_text\passport_edge_00115_p02.jpg,passport_edge_00115.docx,filler_text,docx,2,3,0,0,,
passport_edge_00115_p03.jpg,data\pages\filler_text\passport_edge_00115_p03.jpg,passport_edge_00115.docx,filler_text,docx,3,3,0,0,,
passport_normal_00116_p01.jpg,data\pages\filler_text\passport_normal_00116_p01.jpg,passport_normal_00116.pdf,filler_text,pdf,1,3,0,0,,
passport_normal_00116_p02.jpg,data\pages\passport_normal\passport_normal_00116_p02.jpg,passport_normal_00116.pdf,passport_normal,pdf,2,3,1,0,gentle,aslessor_passport_0058.jpg
passport_normal_00116_p03.jpg,data\pages\filler_text\passport_normal_00116_p03.jpg,passport_normal_00116.pdf,filler_text,pdf,3,3,0,0,,
passport_edge_00117_p01.jpg,data\pages\filler_text\passport_edge_00117_p01.jpg,passport_edge_00117.pdf,filler_text,pdf,1,2,0,0,,
passport_edge_00117_p02.jpg,data\pages\passport_edge\passport_edge_00117_p02.jpg,passport_edge_00117.pdf,passport_edge,pdf,2,2,1,1,rotated,aslessor_passport_0058.jpg
passport_normal_00118_p01.jpg,data\pages\filler_text\passport_normal_00118_p01.jpg,passport_normal_00118.pdf,filler_text,pdf,1,2,0,0,,
passport_normal_00118_p02.jpg,data\pages\passport_normal\passport_normal_00118_p02.jpg,passport_normal_00118.pdf,passport_normal,pdf,2,2,1,0,gentle,aslessor_passport_0059.jpg
passport_edge_00119_p01.jpg,data\pages\filler_text\passport_edge_00119_p01.jpg,passport_edge_00119.pdf,filler_text,pdf,1,2,0,0,,
passport_edge_00119_p02.jpg,data\pages\passport_edge\passport_edge_00119_p02.jpg,passport_edge_00119.pdf,passport_edge,pdf,2,2,1,1,shadow,aslessor_passport_0059.jpg
passport_normal_00120_p01.jpg,data\pages\filler_text\passport_normal_00120_p01.jpg,passport_normal_00120.pdf,filler_text,pdf,1,4,0,0,,
passport_normal_00120_p02.jpg,data\pages\passport_normal\passport_normal_00120_p02.jpg,passport_normal_00120.pdf,passport_normal,pdf,2,4,1,0,gentle,aslessor_passport_0060.jpg
passport_normal_00120_p03.jpg,data\pages\filler_text\passport_normal_00120_p03.jpg,passport_normal_00120.pdf,filler_text,pdf,3,4,0,0,,
passport_edge_00121_p01.jpg,data\pages\filler_text\passport_edge_00121_p01.jpg,passport_edge_00121.pdf,filler_text,pdf,1,2,0,0,,
passport_edge_00121_p02.jpg,data\pages\passport_edge\passport_edge_00121_p02.jpg,passport_edge_00121.pdf,passport_edge,pdf,2,2,1,1,blur,aslessor_passport_0060.jpg
passport_normal_00122_p01.jpg,data\pages\passport_normal\passport_normal_00122_p01.jpg,passport_normal_00122.pdf,passport_normal,pdf,1,2,1,0,gentle,aslessor_passport_0061.jpg
passport_normal_00122_p02.jpg,data\pages\filler_text\passport_normal_00122_p02.jpg,passport_normal_00122.pdf,filler_text,pdf,2,2,0,0,,
passport_edge_00123_p01.jpg,data\pages\passport_edge\passport_edge_00123_p01.jpg,passport_edge_00123.pdf,passport_edge,pdf,1,4,1,1,photocopy,aslessor_passport_0061.jpg
passport_edge_00123_p02.jpg,data\pages\filler_text\passport_edge_00123_p02.jpg,passport_edge_00123.pdf,filler_text,pdf,2,4,0,0,,
passport_edge_00123_p03.jpg,data\pages\filler_text\passport_edge_00123_p03.jpg,passport_edge_00123.pdf,filler_text,pdf,3,4,0,0,,
passport_normal_00124_p01.jpg,data\pages\filler_text\passport_normal_00124_p01.jpg,passport_normal_00124.pdf,filler_text,pdf,1,2,0,0,,
passport_normal_00124_p02.jpg,data\pages\passport_normal\passport_normal_00124_p02.jpg,passport_normal_00124.pdf,passport_normal,pdf,2,2,1,0,gentle,aslessor_passport_0062.jpg
passport_edge_00125_p01.jpg,data\pages\filler_text\passport_edge_00125_p01.jpg,passport_edge_00125.pdf,filler_text,pdf,1,3,0,0,,
passport_edge_00125_p02.jpg,data\pages\passport_edge\passport_edge_00125_p02.jpg,passport_edge_00125.pdf,passport_edge,pdf,2,3,1,1,noise,aslessor_passport_0062.jpg
passport_edge_00125_p03.jpg,data\pages\filler_text\passport_edge_00125_p03.jpg,passport_edge_00125.pdf,filler_text,pdf,3,3,0,0,,
passport_normal_00126_p01.jpg,data\pages\filler_text\passport_normal_00126_p01.jpg,passport_normal_00126.pdf,filler_text,pdf,1,4,0,0,,
passport_normal_00126_p02.jpg,data\pages\filler_text\passport_normal_00126_p02.jpg,passport_normal_00126.pdf,filler_text,pdf,2,4,0,0,,
passport_normal_00126_p03.jpg,data\pages\passport_normal\passport_normal_00126_p03.jpg,passport_normal_00126.pdf,passport_normal,pdf,3,4,1,0,gentle,aslessor_passport_0063.jpg
passport_edge_00127_p01.jpg,data\pages\filler_text\passport_edge_00127_p01.jpg,passport_edge_00127.pdf,filler_text,pdf,1,4,0,0,,
passport_edge_00127_p02.jpg,data\pages\filler_text\passport_edge_00127_p02.jpg,passport_edge_00127.pdf,filler_text,pdf,2,4,0,0,,
passport_edge_00127_p04.jpg,data\pages\passport_edge\passport_edge_00127_p04.jpg,passport_edge_00127.pdf,passport_edge,pdf,4,4,1,1,pixelated,aslessor_passport_0063.jpg
passport_normal_00128_p01.jpg,data\pages\filler_text\passport_normal_00128_p01.jpg,passport_normal_00128.pdf,filler_text,pdf,1,4,0,0,,
passport_normal_00128_p02.jpg,data\pages\passport_normal\passport_normal_00128_p02.jpg,passport_normal_00128.pdf,passport_normal,pdf,2,4,1,0,none,aslessor_passport_0064.jpg
passport_normal_00128_p03.jpg,data\pages\filler_text\passport_normal_00128_p03.jpg,passport_normal_00128.pdf,filler_text,pdf,3,4,0,0,,
passport_edge_00129_p01.jpg,data\pages\filler_text\passport_edge_00129_p01.jpg,passport_edge_00129.docx,filler_text,docx,1,3,0,0,,
passport_edge_00129_p02.jpg,data\pages\passport_edge\passport_edge_00129_p02.jpg,passport_edge_00129.docx,passport_edge,docx,2,3,1,1,photocopy,aslessor_passport_0064.jpg
passport_edge_00129_p03.jpg,data\pages\filler_text\passport_edge_00129_p03.jpg,passport_edge_00129.docx,filler_text,docx,3,3,0,0,,
passport_normal_00130_p01.jpg,data\pages\filler_text\passport_normal_00130_p01.jpg,passport_normal_00130.pdf,filler_text,pdf,1,3,0,0,,
passport_normal_00130_p02.jpg,data\pages\passport_normal\passport_normal_00130_p02.jpg,passport_normal_00130.pdf,passport_normal,pdf,2,3,1,0,gentle,aslessor_passport_0065.jpg
passport_normal_00130_p03.jpg,data\pages\filler_text\passport_normal_00130_p03.jpg,passport_normal_00130.pdf,filler_text,pdf,3,3,0,0,,
passport_edge_00131_p01.jpg,data\pages\filler_text\passport_edge_00131_p01.jpg,passport_edge_00131.docx,filler_text,docx,1,2,0,0,,
passport_edge_00131_p02.jpg,data\pages\passport_edge\passport_edge_00131_p02.jpg,passport_edge_00131.docx,passport_edge,docx,2,2,1,1,shadow,aslessor_passport_0065.jpg
passport_normal_00132_p01.jpg,data\pages\filler_text\passport_normal_00132_p01.jpg,passport_normal_00132.pdf,filler_text,pdf,1,2,0,0,,
passport_normal_00132_p02.jpg,data\pages\passport_normal\passport_normal_00132_p02.jpg,passport_normal_00132.pdf,passport_normal,pdf,2,2,1,0,gentle,aslessor_passport_0066.jpg
passport_edge_00133_p01.jpg,data\pages\filler_text\passport_edge_00133_p01.jpg,passport_edge_00133.pdf,filler_text,pdf,1,3,0,0,,
passport_edge_00133_p02.jpg,data\pages\passport_edge\passport_edge_00133_p02.jpg,passport_edge_00133.pdf,passport_edge,pdf,2,3,1,1,blur,aslessor_passport_0066.jpg
passport_edge_00133_p03.jpg,data\pages\filler_text\passport_edge_00133_p03.jpg,passport_edge_00133.pdf,filler_text,pdf,3,3,0,0,,
passport_normal_00134_p01.jpg,data\pages\passport_normal\passport_normal_00134_p01.jpg,passport_normal_00134.pdf,passport_normal,pdf,1,3,1,0,gentle,aslessor_passport_0067.jpg
passport_normal_00134_p02.jpg,data\pages\filler_text\passport_normal_00134_p02.jpg,passport_normal_00134.pdf,filler_text,pdf,2,3,0,0,,
passport_normal_00134_p03.jpg,data\pages\filler_text\passport_normal_00134_p03.jpg,passport_normal_00134.pdf,filler_text,pdf,3,3,0,0,,
passport_edge_00135_p01.jpg,data\pages\filler_text\passport_edge_00135_p01.jpg,passport_edge_00135.pdf,filler_text,pdf,1,4,0,0,,
passport_edge_00135_p02.jpg,data\pages\passport_edge\passport_edge_00135_p02.jpg,passport_edge_00135.pdf,passport_edge,pdf,2,4,1,1,noise,aslessor_passport_0067.jpg
