filename,path,format,doc_type,page_count,image_page,contains_passport,is_edge_case,distortion,source_image
passport_normal_00172.docx,data\documents\docx\passport_normal\passport_normal_00172.docx,docx,passport_normal,2.0,2.0,1,0,gentle,aslessor_passport_0086.jpg
passport_edge_00173.docx,data\documents\docx\passport_edge\passport_edge_00173.docx,docx,passport_edge,2.0,1.0,1,1,photocopy,aslessor_passport_0086.jpg
passport_normal_00174.pdf,data\documents\pdf\passport_normal\passport_normal_00174.pdf,pdf,passport_normal,4.0,1.0,1,0,none,aslessor_passport_0087.jpg
passport_edge_00175.pdf,data\documents\pdf\passport_edge\passport_edge_00175.pdf,pdf,passport_edge,3.0,1.0,1,1,pixelated,aslessor_passport_0087.jpg
passport_normal_00176.pdf,data\documents\pdf\passport_normal\passport_normal_00176.pdf,pdf,passport_normal,2.0,2.0,1,0,gentle,aslessor_passport_0088.jpg
passport_edge_00177.docx,data\documents\docx\passport_edge\passport_edge_00177.docx,docx,passport_edge,2.0,1.0,1,1,pixelated,aslessor_passport_0088.jpg
passport_normal_00178.pdf,data\documents\pdf\passport_normal\passport_normal_00178.pdf,pdf,passport_normal,4.0,3.0,1,0,gentle,aslessor_passport_0089.jpg
passport_edge_00179.pdf,data\documents\pdf\passport_edge\passport_edge_00179.pdf,pdf,passport_edge,4.0,4.0,1,1,shadow,aslessor_passport_0089.jpg
passport_normal_00180.pdf,data\documents\pdf\passport_normal\passport_normal_00180.pdf,pdf,passport_normal,4.0,1.0,1,0,gentle,aslessor_passport_0090.jpg
passport_edge_00181.docx,data\documents\docx\passport_edge\passport_edge_00181.docx,docx,passport_edge,3.0,3.0,1,1,pixelated,aslessor_passport_0090.jpg
passport_normal_00182.pdf,data\documents\pdf\passport_normal\passport_normal_00182.pdf,pdf,passport_normal,3.0,1.0,1,0,gentle,aslessor_passport_0091.jpg
passport_edge_00183.pdf,data\documents\pdf\passport_edge\passport_edge_00183.pdf,pdf,passport_edge,3.0,3.0,1,1,blur,aslessor_passport_0091.jpg
passport_normal_00184.pdf,data\documents\pdf\passport_normal\passport_normal_00184.pdf,pdf,passport_normal,3.0,1.0,1,0,none,aslessor_passport_0092.jpg
passport_edge_00185.docx,data\documents\docx\passport_edge\passport_edge_00185.docx,docx,passport_edge,2.0,2.0,1,1,blur,aslessor_passport_0092.jpg
passport_normal_00186.pdf,data\documents\pdf\passport_normal\passport_normal_00186.pdf,pdf,passport_normal,4.0,3.0,1,0,gentle,aslessor_passport_0093.jpg
passport_edge_00187.pdf,data\documents\pdf\passport_edge\passport_edge_00187.pdf,pdf,passport_edge,4.0,1.0,1,1,rotated,aslessor_passport_0093.jpg
passport_normal_00188.docx,data\documents\docx\passport_normal\passport_normal_00188.docx,docx,passport_normal,2.0,1.0,1,0,gentle,aslessor_passport_0094.jpg
passport_edge_00189.pdf,data\documents\pdf\passport_edge\passport_edge_00189.pdf,pdf,passport_edge,3.0,2.0,1,1,noise,aslessor_passport_0094.jpg
passport_normal_00190.docx,data\documents\docx\passport_normal\passport_normal_00190.docx,docx,passport_normal,3.0,2.0,1,0,gentle,aslessor_passport_0095.jpg
passport_edge_00191.pdf,data\documents\pdf\passport_edge\passport_edge_00191.pdf,pdf,passport_edge,4.0,2.0,1,1,noise,aslessor_passport_0095.jpg
passport_normal_00192.pdf,data\documents\pdf\passport_normal\passport_normal_00192.pdf,pdf,passport_normal,4.0,1.0,1,0,gentle,aslessor_passport_0096.jpg
passport_edge_00193.pdf,data\documents\pdf\passport_edge\passport_edge_00193.pdf,pdf,passport_edge,2.0,2.0,1,1,shadow,aslessor_passport_0096.jpg
passport_normal_00194.pdf,data\documents\pdf\passport_normal\passport_normal_00194.pdf,pdf,passport_normal,2.0,2.0,1,0,gentle,aslessor_passport_0097.jpg
passport_edge_00195.docx,data\documents\docx\passport_edge\passport_edge_00195.docx,docx,passport_edge,2.0,2.0,1,1,pixelated,aslessor_passport_0097.jpg
passport_normal_00196.pdf,data\documents\pdf\passport_normal\passport_normal_00196.pdf,pdf,passport_normal,4.0,1.0,1,0,gentle,aslessor_passport_0098.jpg
passport_edge_00197.pdf,data\documents\pdf\passport_edge\passport_edge_00197.pdf,pdf,passport_edge,2.0,1.0,1,1,blur,aslessor_passport_0098.jpg
passport_normal_00198.pdf,data\documents\pdf\passport_normal\passport_normal_00198.pdf,pdf,passport_normal,4.0,3.0,1,0,gentle,aslessor_passport_0099.jpg
passport_edge_00199.pdf,data\documents\pdf\passport_edge\passport_edge_00199.pdf,pdf,passport_edge,3.0,3.0,1,1,noise,aslessor_passport_0099.jpg
passport_normal_00200.pdf,data\documents\pdf\passport_normal\passport_normal_00200.pdf,pdf,passport_normal,2.0,2.0,1,0,gentle,uniquedata_passport_0000.jpg
passport_edge_00201.pdf,data\documents\pdf\passport_edge\passport_edge_00201.pdf,pdf,passport_edge,2.0,1.0,1,1,rotated,uniquedata_passport_0000.jpg
passport_normal_00202.pdf,data\documents\pdf\passport_normal\passport_normal_00202.pdf,pdf,passport_normal,4.0,4.0,1,0,gentle,uniquedata_passport_0001.jpg
passport_edge_00203.docx,data\documents\docx\passport_edge\passport_edge_00203.docx,docx,passport_edge,3.0,2.0,1,1,photocopy,uniquedata_passport_0001.jpg
passport_normal_00204.pdf,data\documents\pdf\passport_normal\passport_normal_00204.pdf,pdf,passport_normal,3.0,3.0,1,0,gentle,uniquedata_passport_0002.jpg
passport_edge_00205.pdf,data\documents\pdf\passport_edge\passport_edge_00205.pdf,pdf,passport_edge,3.0,2.0,1,1,blur,uniquedata_passport_0002.jpg
passport_normal_00206.pdf,data\documents\pdf\passport_normal\passport_normal_00206.pdf,pdf,passport_normal,2.0,2.0,1,0,none,uniquedata_passport_0003.jpg
passport_edge_00207.pdf,data\documents\pdf\passport_edge\passport_edge_00207.pdf,pdf,passport_edge,3.0,2.0,1,1,rotated,uniquedata_passport_0003.jpg
passport_normal_00208.pdf,data\documents\pdf\passport_normal\passport_normal_00208.pdf,pdf,passport_normal,3.0,2.0,1,0,gentle,uniquedata_passport_0004.jpg
passport_edge_00209.pdf,data\documents\pdf\passport_edge\passport_edge_00209.pdf,pdf,passport_edge,4.0,3.0,1,1,pixelated,uniquedata_passport_0004.jpg
passport_normal_00210.docx,data\documents\docx\passport_normal\passport_normal_00210.docx,docx,passport_normal,3.0,2.0,1,0,gentle,uniquedata_passport_0005.jpg
passport_edge_00211.pdf,data\documents\pdf\passport_edge\passport_edge_00211.pdf,pdf,passport_edge,3.0,3.0,1,1,blur,uniquedata_passport_0005.jpg
passport_normal_00212.pdf,data\documents\pdf\passport_normal\passport_normal_00212.pdf,pdf,passport_normal,2.0,1.0,1,0,none,uniquedata_passport_0006.jpg
passport_edge_00213.docx,data\documents\docx\passport_edge\passport_edge_00213.docx,docx,passport_edge,4.0,2.0,1,1,photocopy,uniquedata_passport_0006.jpg
passport_normal_00214.pdf,data\documents\pdf\passport_normal\passport_normal_00214.pdf,pdf,passport_normal,3.0,1.0,1,0,gentle,uniquedata_passport_0007.jpg
passport_edge_00215.pdf,data\documents\pdf\passport_edge\passport_edge_00215.pdf,pdf,passport_edge,3.0,2.0,1,1,photocopy,uniquedata_passport_0007.jpg
passport_normal_00216.pdf,data\documents\pdf\passport_normal\passport_normal_00216.pdf,pdf,passport_normal,3.0,1.0,1,0,gentle,uniquedata_passport_0008.jpg
passport_edge_00217.pdf,data\documents\pdf\passport_edge\passport_edge_00217.pdf,pdf,passport_edge,4.0,2.0,1,1,noise,uniquedata_passport_0008.jpg
passport_normal_00218.pdf,data\documents\pdf\passport_normal\passport_normal_00218.pdf,pdf,passport_normal,4.0,2.0,1,0,gentle,uniquedata_passport_0009.jpg
passport_edge_00219.pdf,data\documents\pdf\passport_edge\passport_edge_00219.pdf,pdf,passport_edge,4.0,1.0,1,1,shadow,uniquedata_passport_0009.jpg
passport_normal_00220.pdf,data\documents\pdf\passport_normal\passport_normal_00220.pdf,pdf,passport_normal,2.0,2.0,1,0,gentle,uniquedata_passport_0010.jpg
passport_edge_00221.docx,data\documents\docx\passport_edge\passport_edge_00221.docx,docx,passport_edge,3.0,2.0,1,1,noise,uniquedata_passport_0010.jpg
passport_normal_00222.pdf,data\documents\pdf\passport_normal\passport_normal_00222.pdf,pdf,passport_normal,4.0,1.0,1,0,gentle,uniquedata_passport_0011.jpg
passport_edge_00223.pdf,data\documents\pdf\passport_edge\passport_edge_00223.pdf,pdf,passport_edge,2.0,1.0,1,1,pixelated,uniquedata_passport_0011.jpg
passport_normal_00224.pdf,data\documents\pdf\passport_normal\passport_normal_00224.pdf,pdf,passport_normal,4.0,3.0,1,0,gentle,uniquedata_passport_0012.jpg
passport_edge_00225.pdf,data\documents\pdf\passport_edge\passport_edge_00225.pdf,pdf,passport_edge,2.0,1.0,1,1,rotated,uniquedata_passport_0012.jpg
passport_normal_00226.pdf,data\documents\pdf\passport_normal\passport_normal_00226.pdf,pdf,passport_normal,3.0,3.0,1,0,gentle,uniquedata_passport_0013.jpg
passport_edge_00227.docx,data\documents\docx\passport_edge\passport_edge_00227.docx,docx,passport_edge,3.0,2.0,1,1,pixelated,uniquedata_passport_0013.jpg
passport_normal_00228.pdf,data\documents\pdf\passport_normal\passport_normal_00228.pdf,pdf,passport_normal,4.0,3.0,1,0,none,uniquedata_passport_0014.jpg
passport_edge_00229.pdf,data\documents\pdf\passport_edge\passport_edge_00229.pdf,pdf,passport_edge,3.0,1.0,1,1,blur,uniquedata_passport_0014.jpg
passport_normal_00230.pdf,data\documents\pdf\passport_normal\passport_normal_00230.pdf,pdf,passport_normal,2.0,2.0,1,0,gentle,uniquedata_passport_0015.jpg
passport_edge_00231.docx,data\documents\docx\passport_edge\passport_edge_00231.docx,docx,passport_edge,2.0,2.0,1,1,rotated,uniquedata_passport_0015.jpg
passport_normal_00232.pdf,data\documents\pdf\passport_normal\passport_normal_00232.pdf,pdf,passport_normal,4.0,3.0,1,0,gentle,uniquedata_passport_0016.jpg
passport_edge_00233.pdf,data\documents\pdf\passport_edge\passport_edge_00233.pdf,pdf,passport_edge,4.0,4.0,1,1,photocopy,uniquedata_passport_0016.jpg
passport_normal_00234.pdf,data\documents\pdf\passport_normal\passport_normal_00234.pdf,pdf,passport_normal,3.0,2.0,1,0,gentle,uniquedata_passport_0017.jpg
passport_edge_00235.pdf,data\documents\pdf\passport_edge\passport_edge_00235.pdf,pdf,passport_edge,3.0,2.0,1,1,shadow,uniquedata_passport_0017.jpg
passport_normal_00236.pdf,data\documents\pdf\passport_normal\passport_normal_00236.pdf,pdf,passport_normal,2.0,1.0,1,0,gentle,uniquedata_passport_0018.jpg
passport_edge_00237.pdf,data\documents\pdf\passport_edge\passport_edge_00237.pdf,pdf,passport_edge,4.0,3.0,1,1,noise,uniquedata_passport_0018.jpg
passport_normal_00238.docx,data\documents\docx\passport_normal\passport_normal_00238.docx,docx,passport_normal,3.0,2.0,1,0,gentle,uniquedata_passport_0019.jpg
passport_edge_00239.pdf,data\documents\pdf\passport_edge\passport_edge_00239.pdf,pdf,passport_edge,3.0,3.0,1,1,pixelated,uniquedata_passport_0019.jpg
passport_normal_00240.pdf,data\documents\pdf\passport_normal\passport_normal_00240.pdf,pdf,passport_normal,3.0,1.0,1,0,gentle,uniquedata_passport_0020.jpg
passport_edge_00241.pdf,data\documents\pdf\passport_edge\passport_edge_00241.pdf,pdf,passport_edge,4.0,4.0,1,1,shadow,uniquedata_passport_0020.jpg
passport_normal_00242.pdf,data\documents\pdf\passport_normal\passport_normal_00242.pdf,pdf,passport_normal,3.0,3.0,1,0,none,uniquedata_passport_0021.jpg
passport_edge_00243.pdf,data\documents\pdf\passport_edge\passport_edge_00243.pdf,pdf,passport_edge,3.0,1.0,1,1,noise,uniquedata_passport_0021.jpg
negative_normal_00244.docx,data\documents\docx\negative_normal\negative_normal_00244.docx,docx,negative_normal,3.0,2.0,0,0,gentle,0.jpg
negative_edge_00245.pdf,data\documents\pdf\negative_edge\negative_edge_00245.pdf,pdf,negative_edge,4.0,4.0,0,1,rotated,0.jpg
negative_normal_00246.pdf,data\documents\pdf\negative_normal\negative_normal_00246.pdf,pdf,negative_normal,4.0,2.0,0,0,gentle,1.jpg
negative_edge_00247.pdf,data\documents\pdf\negative_edge\negative_edge_00247.pdf,pdf,negative_edge,2.0,2.0,0,1,shadow,1.jpg
negative_normal_00248.docx,data\documents\docx\negative_normal\negative_normal_00248.docx,docx,negative_normal,3.0,1.0,0,0,gentle,10.jpg
negative_edge_00249.pdf,data\documents\pdf\negative_edge\negative_edge_00249.pdf,pdf,negative_edge,3.0,3.0,0,1,rotated,10.jpg
negative_normal_00250.docx,data\documents\docx\negative_normal\negative_normal_00250.docx,docx,negative_normal,2.0,2.0,0,0,gentle,11.jpg
negative_edge_00251.pdf,data\documents\pdf\negative_edge\negative_edge_00251.pdf,pdf,negative_edge,2.0,2.0,0,1,blur,11.jpg
negative_normal_00252.docx,data\documents\docx\negative_normal\negative_normal_00252.docx,docx,negative_normal,4.0,3.0,0,0,gentle,12.jpg
negative_edge_00253.pdf,data\documents\pdf\negative_edge\negative_edge_00253.pdf,pdf,negative_edge,4.0,2.0,0,1,noise,12.jpg
negative_normal_00254.pdf,data\documents\pdf\negative_normal\negative_normal_00254.pdf,pdf,negative_normal,2.0,1.0,0,0,none,13.jpg
negative_edge_00255.pdf,data\documents\pdf\negative_edge\negative_edge_00255.pdf,pdf,negative_edge,3.0,2.0,0,1,blur,13.jpg
negative_normal_00256.docx,data\documents\docx\negative_normal\negative_normal_00256.docx,docx,negative_normal,3.0,2.0,0,0,gentle,14.jpg
negative_edge_00257.pdf,data\documents\pdf\negative_edge\negative_edge_00257.pdf,pdf,negative_edge,4.0,3.0,0,1,shadow,14.jpg
negative_normal_00258.pdf,data\documents\pdf\negative_normal\negative_normal_00258.pdf,pdf,negative_normal,2.0,2.0,0,0,gentle,15.jpg
negative_edge_00259.pdf,data\documents\pdf\negative_edge\negative_edge_00259.pdf,pdf,negative_edge,2.0,1.0,0,1,noise,15.jpg
negative_normal_00260.docx,data\documents\docx\negative_normal\negative_normal_00260.docx,docx,negative_normal,3.0,2.0,0,0,gentle,16.jpg
negative_edge_00261.docx,data\documents\docx\negative_edge\negative_edge_00261.docx,docx,negative_edge,3.0,2.0,0,1,shadow,16.jpg
negative_normal_00262.docx,data\documents\docx\negative_normal\negative_normal_00262.docx,docx,negative_normal,3.0,2.0,0,0,gentle,17.jpg
negative_edge_00263.pdf,data\documents\pdf\negative_edge\negative_edge_00263.pdf,pdf,negative_edge,3.0,3.0,0,1,rotated,17.jpg
negative_normal_00264.docx,data\documents\docx\negative_normal\negative_normal_00264.docx,docx,negative_normal,3.0,3.0,0,0,gentle,18.jpg
negative_edge_00265.pdf,data\documents\pdf\negative_edge\negative_edge_00265.pdf,pdf,negative_edge,3.0,1.0,0,1,pixelated,18.jpg
negative_normal_00266.docx,data\documents\docx\negative_normal\negative_normal_00266.docx,docx,negative_normal,2.0,2.0,0,0,gentle,19.jpg
negative_edge_00267.pdf,data\documents\pdf\negative_edge\negative_edge_00267.pdf,pdf,negative_edge,4.0,3.0,0,1,shadow,19.jpg
negative_normal_00268.pdf,data\documents\pdf\negative_normal\negative_normal_00268.pdf,pdf,negative_normal,4.0,1.0,0,0,gentle,2.jpg
negative_edge_00269.pdf,data\documents\pdf\negative_edge\negative_edge_00269.pdf,pdf,negative_edge,2.0,1.0,0,1,noise,2.jpg
negative_normal_00270.pdf,data\documents\pdf\negative_normal\negative_normal_00270.pdf,pdf,negative_normal,4.0,3.0,0,0,gentle,3.jpg
negative_edge_00271.pdf,data\documents\pdf\negative_edge\negative_edge_00271.pdf,pdf,negative_edge,2.0,1.0,0,1,rotated,3.jpg
negative_normal_00272.pdf,data\documents\pdf\negative_normal\negative_normal_00272.pdf,pdf,negative_normal,2.0,1.0,0,0,gentle,4.jpg
negative_edge_00273.docx,data\documents\docx\negative_edge\negative_edge_00273.docx,docx,negative_edge,3.0,2.0,0,1,rotated,4.jpg
negative_normal_00274.docx,data\documents\docx\negative_normal\negative_normal_00274.docx,docx,negative_normal,3.0,2.0,0,0,gentle,5.jpg
negative_edge_00275.pdf,data\documents\pdf\negative_edge\negative_edge_00275.pdf,pdf,negative_edge,3.0,2.0,0,1,pixelated,5.jpg
negative_normal_00276.pdf,data\documents\pdf\negative_normal\negative_normal_00276.pdf,pdf,negative_normal,2.0,2.0,0,0,gentle,6.jpg
negative_edge_00277.docx,data\documents\docx\negative_edge\negative_edge_00277.docx,docx,negative_edge,3.0,2.0,0,1,pixelated,6.jpg
negative_normal_00278.docx,data\documents\docx\negative_normal\negative_normal_00278.docx,docx,negative_normal,4.0,2.0,0,0,gentle,7.jpg
negative_edge_00279.pdf,data\documents\pdf\negative_edge\negative_edge_00279.pdf,pdf,negative_edge,3.0,1.0,0,1,rotated,7.jpg
negative_normal_00280.pdf,data\documents\pdf\negative_normal\negative_normal_00280.pdf,pdf,negative_normal,4.0,4.0,0,0,gentle,8.jpg
negative_edge_00281.docx,data\documents\docx\negative_edge\negative_edge_00281.docx,docx,negative_edge,4.0,2.0,0,1,shadow,8.jpg
negative_normal_00282.pdf,data\documents\pdf\negative_normal\negative_normal_00282.pdf,pdf,negative_normal,4.0,4.0,0,0,gentle,9.jpg
negative_edge_00283.docx,data\documents\docx\negative_edge\negative_edge_00283.docx,docx,negative_edge,3.0,2.0,0,1,photocopy,9.jpg
negative_normal_00284.pdf,data\documents\pdf\negative_normal\negative_normal_00284.pdf,pdf,negative_normal,2.0,2.0,0,0,none,0.jpg
negative_edge_00285.pdf,data\documents\pdf\negative_edge\negative_edge_00285.pdf,pdf,negative_edge,3.0,2.0,0,1,photocopy,0.jpg
negative_normal_00286.pdf,data\documents\pdf\negative_normal\negative_normal_00286.pdf,pdf,negative_normal,4.0,3.0,0,0,gentle,1.jpg
negative_edge_00287.pdf,data\documents\pdf\negative_edge\negative_edge_00287.pdf,pdf,negative_edge,3.0,3.0,0,1,noise,1.jpg
negative_normal_00288.pdf,data\documents\pdf\negative_normal\negative_normal_00288.pdf,pdf,negative_normal,3.0,2.0,0,0,none,10.jpg
negative_edge_00289.pdf,data\documents\pdf\negative_edge\negative_edge_00289.pdf,pdf,negative_edge,2.0,2.0,0,1,pixelated,10.jpg
negative_normal_00290.docx,data\documents\docx\negative_normal\negative_normal_00290.docx,docx,negative_normal,4.0,2.0,0,0,gentle,11.jpg
negative_edge_00291.pdf,data\documents\pdf\negative_edge\negative_edge_00291.pdf,pdf,negative_edge,4.0,3.0,0,1,photocopy,11.jpg
negative_normal_00292.pdf,data\documents\pdf\negative_normal\negative_normal_00292.pdf,pdf,negative_normal,2.0,2.0,0,0,gentle,12.jpg
negative_edge_00293.pdf,data\documents\pdf\negative_edge\negative_edge_00293.pdf,pdf,negative_edge,2.0,2.0,0,1,photocopy,12.jpg
negative_normal_00294.pdf,data\documents\pdf\negative_normal\negative_normal_00294.pdf,pdf,negative_normal,4.0,1.0,0,0,none,13.jpg
negative_edge_00295.pdf,data\documents\pdf\negative_edge\negative_edge_00295.pdf,pdf,negative_edge,3.0,3.0,0,1,photocopy,13.jpg
negative_normal_00296.pdf,data\documents\pdf\negative_normal\negative_normal_00296.pdf,pdf,negative_normal,3.0,2.0,0,0,none,14.jpg
negative_edge_00297.pdf,data\documents\pdf\negative_edge\negative_edge_00297.pdf,pdf,negative_edge,2.0,1.0,0,1,pixelated,14.jpg
negative_normal_00298.docx,data\documents\docx\negative_normal\negative_normal_00298.docx,docx,negative_normal,4.0,3.0,0,0,none,15.jpg
negative_edge_00299.pdf,data\documents\pdf\negative_edge\negative_edge_00299.pdf,pdf,negative_edge,3.0,3.0,0,1,shadow,15.jpg
negative_normal_00300.pdf,data\documents\pdf\negative_normal\negative_normal_00300.pdf,pdf,negative_normal,4.0,1.0,0,0,gentle,16.jpg
negative_edge_00301.pdf,data\documents\pdf\negative_edge\negative_edge_00301.pdf,pdf,negative_edge,3.0,1.0,0,1,photocopy,16.jpg
negative_normal_00302.pdf,data\documents\pdf\negative_normal\negative_normal_00302.pdf,pdf,negative_normal,2.0,2.0,0,0,gentle,17.jpg
negative_edge_00303.docx,data\documents\docx\negative_edge\negative_edge_00303.docx,docx,negative_edge,3.0,2.0,0,1,blur,17.jpg
negative_normal_00304.pdf,data\documents\pdf\negative_normal\negative_normal_00304.pdf,pdf,negative_normal,2.0,2.0,0,0,gentle,18.jpg
negative_edge_00305.docx,data\documents\docx\negative_edge\negative_edge_00305.docx,docx,negative_edge,3.0,2.0,0,1,pixelated,18.jpg
negative_normal_00306.pdf,data\documents\pdf\negative_normal\negative_normal_00306.pdf,pdf,negative_normal,3.0,1.0,0,0,gentle,19.jpg
negative_edge_00307.pdf,data\documents\pdf\negative_edge\negative_edge_00307.pdf,pdf,negative_edge,4.0,3.0,0,1,noise,19.jpg
negative_normal_00308.pdf,data\documents\pdf\negative_normal\negative_normal_00308.pdf,pdf,negative_normal,2.0,1.0,0,0,gentle,2.jpg
negative_edge_00309.docx,data\documents\docx\negative_edge\negative_edge_00309.docx,docx,negative_edge,3.0,3.0,0,1,noise,2.jpg
negative_normal_00310.pdf,data\documents\pdf\negative_normal\negative_normal_00310.pdf,pdf,negative_normal,3.0,2.0,0,0,gentle,3.jpg
negative_edge_00311.pdf,data\documents\pdf\negative_edge\negative_edge_00311.pdf,pdf,negative_edge,2.0,2.0,0,1,shadow,3.jpg
negative_normal_00312.docx,data\documents\docx\negative_normal\negative_normal_00312.docx,docx,negative_normal,2.0,2.0,0,0,gentle,4.jpg
negative_edge_00313.docx,data\documents\docx\negative_edge\negative_edge_00313.docx,docx,negative_edge,4.0,2.0,0,1,noise,4.jpg
negative_normal_00314.docx,data\documents\docx\negative_normal\negative_normal_00314.docx,docx,negative_normal,3.0,2.0,0,0,gentle,5.jpg
negative_edge_00315.pdf,data\documents\pdf\negative_edge\negative_edge_00315.pdf,pdf,negative_edge,2.0,2.0,0,1,photocopy,5.jpg
negative_normal_00316.pdf,data\documents\pdf\negative_normal\negative_normal_00316.pdf,pdf,negative_normal,2.0,1.0,0,0,gentle,6.jpg
negative_edge_00317.pdf,data\documents\pdf\negative_edge\negative_edge_00317.pdf,pdf,negative_edge,2.0,2.0,0,1,photocopy,6.jpg
negative_normal_00318.pdf,data\documents\pdf\negative_normal\negative_normal_00318.pdf,pdf,negative_normal,3.0,3.0,0,0,gentle,8.jpg
negative_edge_00319.pdf,data\documents\pdf\negative_edge\negative_edge_00319.pdf,pdf,negative_edge,2.0,2.0,0,1,rotated,8.jpg
negative_normal_00320.docx,data\documents\docx\negative_normal\negative_normal_00320.docx,docx,negative_normal,3.0,2.0,0,0,gentle,9.jpg
negative_edge_00321.docx,data\documents\docx\negative_edge\negative_edge_00321.docx,docx,negative_edge,3.0,2.0,0,1,pixelated,9.jpg
